psraid,sample,segment,int_date,lang,comp,version,stz,scregion,sstate,susr,stimes,filtera,filterb,filterc.1,filterc.2,llitext0,qs1,q1,q2,qp1,sex,qm1,qm2,q2x,qp1a,chage1,chsex,chage2,chage3,chage4,chage5,qp2,q3,q4,qe3,q7,q8,q12,q15,q21a,q21b,q21c,q21d,q21e,q22,q23a,q23b,q23c,q23d,q23e,q24,q29a,q29b,q29c,q29d,q30,q31,q33,q34,q35a,q35b,q35c,q35d,q35e,qe5,q40,q41am1,q41am2,q41am3,q41c,q42m1,q42m2,q42m3,q42m4,q43,q44a,q44b,q44c,q49a,q49b,q49c,q49d,q49e,q50,q52,q54a,q54b,q54c,q54d,q54e,q54f,q54g,q54h,q57,q58,q62,q63,q65a,q65b,q65c,q67a,q67b,q68a,q68b,q68c,q68d,q68e,q7486ord,q74a,q74b,q74c,q77,q79,q80,q81a,q81b,q81c,q86a,q86b,q86c,q86d,q86e,q86f,q86g,q90,q92a,q92b,q93,q94a,q94b,q94c,age,qm3,fam3a,fam3b,fam3c,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,relig,chr,born,attend,q95,q96,income,party,partyln,ideo,hh1,hh3,ownrent,ql1,ql1a,qc1,raceos,religos,origraceos,usr,cregion,state,density,partysum,partyideo,child,recage,racethn,racethn2,racecmb,recage2,iphoneuse,hphoneuse,adults,parents,kids,ll,cp,wt1,utweight,weight
400203,2,4,92915,1,1,4,E,3,47,U,1, ,3, , , ,2,2,2,1,1,3, , ,3, , ,0,3,0,2,3,1,3,1,4,1,3,1, ,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,3,2,3,3,3,1,1, , ,1,1, , ,1, , , , , ,12,10,13, ,4,4,4,4,2,3,1,1,1,1,1,1,1,1, ,2,2,2,1,2,1,2,1,2, ,3,3,1, , , , , , , , , , ,2,1,1,1,2,2, ,2,1,1,2,1,1,2,40,1, , , ,3,2,1, , , , ,1, ,1,2, , ,4,1, ,2,1, ,2, , ,2,,,,U,3,47,3,1,1,0,4,1,1,1,2,3,3,1,1,3,0,1,1.9287454830904704,1.45,5.576923076923077
400211,2,4,92915,1,1,4,E,2,39,S,1,3, , , , ,2,2,1,1,2,1, ,2,2, , ,2,0,0,0,3,2,2,6,3,1,2,1,1, ,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2, , , ,3,1,3,3,1,1, , , , , , , , , ,1,9,6,14,4,2,2,4,2,3, ,3,2,2,1,2,1,2,2,2, ,2, ,1,1,1,2,2,2,2,1,2,1, ,2,2,1,1,1,2,1,1,1, , , , , , , , , , , , , , ,32, , ,1, ,8,2,2, , , , ,13, ,1,2, , ,6,3,2,2,5,3,2, , ,2,,,,S,2,39,4,2,3,2,2,2,2,2,2,3,3,3,2,2,0,1,1.0082583674565677,0.92,3.5384615384615383
400213,2,4,93015,1,1,5,E,1,42,R,2,2, , , , ,2,2,2,1,2,1, ,2,1,1,2, , , ,0,3,2,3,3,1,1,3,2,1, ,2,3,3,2,2,3,1,2,1,4,1,1,3,3,2, , , ,3,3,3,3,1,1, , , , , , , , , ,2,12,12,13,2,3,4,3,3,4, ,1,2,2,2,2,2,1,1,2, ,1, ,1,1,1,1,4,2,1,4,4,1, ,2,2,2,1,2, , , , , , , , , , , , , , , , , , ,28, ,2, , ,8,2,1, , , , ,1, ,2,2, , ,4,4,2,4,3,2,1, , ,1,,,,R,1,42,2,2,9,1,1,1,1,1,1,2,2,2,2,1,1,1,0.895488974292004,1.16,4.461538461538461
400216,2,4,92915,2,1,4,E,3,51,S,2, , ,1,4, ,2,2,1,1,1,1, ,2,6, , ,1,4,2,2,3,2,2,1,3,2,3,2,1, ,1,1,1,3,1,2,2,4,2,2,1,1,4,4,9,2,3,2,2,3,2,2,2,2,1,1, , ,1,1, , , , ,15,12,14,1,1,4,4,1,4,2,1,1,1,1,1,1,1,1,2,9,9,9,9,1,1,1,3,4,4,4,4,4,1,2,1,1,3,1,2, , , , , , , , , , , , , , , , , ,40, , , ,2,1,1,1, , , ,3,13, ,1,1,1,1,2,3,9,9,6,2,2, , ,2,,,,S,3,51,2,9,3,4,4,3,4,1,2,3,3,2,2,3,0,1,1.234411651647722,1.23,4.730769230769231
400217,2,4,92915,1,1,4,E,3,12,S,1, ,3, , , ,2,2,1,1,2,1, ,2,2, , ,0,2,0,2,1,2,2,2,1,1,3,1,1, ,1,1,1,3,1,1,1,1,1,1,2,3,3,3,1,3,2,3,1,1,3,2,1,1,4,1, , ,1, , , , , ,14,12,17,2,3,2,3,2,2,1,1,1,1,1,2,1,1,2, ,3,2,1,1,2,1,2,2,2, ,1,4,1, , , , , , , , , , ,2,1,1,1,1,1, ,2,1,1,2,1,1,2,45, , ,1, ,4,2,1, , , , ,13, ,1,1,3,3,10,3,9,9,4,2,1, , ,2,,,,S,3,12,2,9,3,2,5,1,1,1,2,3,3,2,2,2,0,1,1.4977314542536837,1.97,7.576923076923077
400218,2,4,92915,2,1,4,E,3,37,U,1, ,3, , , ,2,1,1,1,2,4, , ,3, , ,0,3,0,2,3,2,3,1,5,2,2,1, ,1,1,1,1,2,1,2,1,3,1,2,3,1,3,3,1,1,2,1,1,1,1,1, , ,2,1, , ,1, , , , , ,10,7,15, ,4,4,2,3,5,2,1,1,1,1,1,1,1,1, ,4,2,1,2,1,1,1,2,2, ,2,2,1, , , , , , , , , , ,2,1,2,2,2,2, ,1,1,1,1,1,1,2,30,3, , , ,1,1,1, , , ,3,2, ,2,3, , ,3,1, ,4,4,1,2, , ,2,,,,U,3,37,4,1,2,3,2,3,4,1,2,3,3,1,1,3,0,1,1.8081988903973159,1.64,6.3076923076923075
400220,2,4,92915,1,1,4,E,2,26,S,1, , ,1,4, ,2,2,1,1,1,1, ,2,3, , ,1,1,1,2,1,2,2,1,2,2,2,1,1, ,1,2,1,3,2,1,2,2,1,3,2,2,1,2,1,2,1,1,3,3,2,3,2,2,2,1, , ,1,2, , , , ,12,6,98,4,1,2,2,4,3,1,1,2,2,2,2,2,1,2,4,4,2,2,2,2,1,2,4,4,3,1,4,1,2, , , , , , , , , ,2,1,1,2,1,2,1,1,1,1,1,1,1,2,53, , , ,2,3,2,1, , , , ,1, ,1,3,1,1,6,3,2,5,4,2,1, , ,2,,,,S,2,26,2,2,3,2,6,1,1,1,3,3,3,2,2,3,0,1,0.9334775461910222,0.48,1.846153846153846
400221,2,4,92915,1,1,4,E,3,12,S,1, ,1, , , ,2,1,2,1,1,1, ,2,1,16,1, , , ,0,2,2,3,1,1,1,3,1,1, ,1,1,1,1,1,2,1,1,1,3,2,2,3,3,1,3,2,2,2,3,3,3,3,1,1,1, , ,3, , , , , ,12,14,15,1,2,1,3,2,2,3,1,1,2,2,2,1,2,1, ,2,2,1,2,2,1,1,2,2, ,1,4,1, , , , , , , , , , ,2,1,1,2,1,1,2,2,1,1,1,1,2,1,57, ,1, , ,6,2,1, , , , ,1, ,1,2,3,1,4,3,1,2,5,4,1, , ,1,,,,S,3,12,2,1,3,1,6,1,1,1,3,2,2,3,2,1,1,1,0.4807512922881753,0.3,1.1538461538461537
400225,2,4,100215,1,1,5,E,2,18,R,7, ,3, , , ,2,1,3,1,2,1, ,3,2, , ,0,1,1,2,3,1,1,3,3,1,3,2,1, ,4,9,2,2,1,1,1,2,2,9,1,1,1,3,2,3, , ,3,1,9,3,3,1,4,3, , , , , , , , ,12,6,12,4,4,4,4,4,1,3,1,1,1,1,1,1,1,1, ,9,2,9,2,3,3,3,4,1, ,4,4,4, , , , , , , , , , ,2,2,1,2,2,2,2, ,1,1,2,1,1,1,33, , ,3, ,2,2,1, , , , ,12, , ,6, , ,1,3,9,9,4,2,2, , ,2,,,,R,2,18,1,9,3,2,2,1,1,1,2,3,3,2,2,2,0,1,1.6618208849841998,1.66,6.384615384615384
400226,2,4,92915,1,1,4,E,1,34,S,1, ,3, , , ,2,2,2,1,1,1, ,2,3, , ,0,2,1,2,3,2,3,1,1,2,2,1,1, ,4,3,3,1,2,2,1,3,2,2,2,2,2,3,2,3,1,1,3,3,3,3,3,1,1,1, , ,1, , , , , ,12,12,16,2,3,3,4,3,2,3,2,1,2,1,2,1,1,1, ,2,1,2,2,2,1,1,2,1, ,1,4,1, , , , , , , , , , ,1,1,1,2,1,1,1,2,1,1,1,1,1,1,57, , , ,1,8,2,1, , , , ,5, , ,2,3,2,8,1, ,2,6,3,1, , ,1,,,,S,1,34,3,1,1,3,6,1,1,1,3,2,2,3,2,3,1,1,0.447744487146002,0.16,1
400227,2,4,92915,1,1,4,E,3,51,S,1, ,3, , , ,2,1,2,1,2,1, ,2,3, , ,0,3,0,2,3,2,2,3,1,1,3,1,1, ,2,2,2,1,1,2,1,3,1,3,2,2,3,1,1,3, , ,1,1,3,3,2,1,2,7, , , , , , , , ,14,8,14,1,3,2,3,3,3,3,1,1,1,2,1,2,2,1, ,4,2,1,3,2,1,1,2,2, ,1,3,1, , , , , , , , , , ,1,1,1,2,1,1, ,2,1,1,1,1,1,1,46, , , ,1,6,2,1, , , , ,1, ,1,1, , ,6,1, ,1,5,2,1, , ,2,,,,S,3,51,1,1,1,3,5,1,1,1,2,3,3,2,2,3,0,1,0.4499665441541708,0.22,1
400228,2,4,92915,1,1,4,E,3,37,S,1, ,1, , , ,2,2,2,1,1,1, ,3,1,15,1, , , ,0,2,2,2,1,2,2,2,1,1, ,1,2,2,2,2,2,2,3,1,3,2,2,3,3,1,3,2,3,1,1,1,3,1,2,1,1, , ,1, , , , , ,8,10,14,1,2,4,4,4,1,3,2,2,2,2,2,1,2,2, ,9,1,2,2,2,2,3,2,2, ,2,4,1, , , , , , , , , , ,1,2,2,2,2,2,2, ,3,3, ,1,1,1,47, ,2, , ,6,2,1, , , , ,12, , ,5,1,1,8,2, ,3,3,2,1, , ,1,,,,S,3,37,4,2,4,1,5,1,1,1,2,2,2,2,2,1,1,1,0.5418646743415637,0.57,2.192307692307692
400229,2,4,92915,1,1,4,E,1,36,U,1, ,1, , , ,2,2,2,1,2,2,1,1,1,13,1, , , ,0,3,1,1,1,1,2,3,2,1, ,3,1,1,2,1,1,1,4,1,1,2,2,3,3,1,1,3,1,1,1,1,1,1,1,1,1, , ,2, , , , , ,12,12,12,2,4,1,2,2,4,3,1,1,2,1,1,1,2,2, ,3,2,1,1,1,1,1,3,3, ,1,4,1, , , , , , , , , , ,2,1,2,2,2,1,2,2,1,1,1,1,1,1,42, ,2, , ,8,1,1, , , ,2,12, , ,6,3,3,8,2, ,5,3,2,2, , ,1,,,,U,1,36,5,2,5,1,4,3,3,1,2,2,2,2,2,1,1,1,0.43330111659290516,0.53,2.0384615384615383
400232,2,4,92915,1,1,4,E,3,13,S,2, ,3, , , ,2,1,2,1,1,1, ,2,2, , ,0,2,0,2,1,2,2,1,3,1,3,1,1, ,1,1,1,1,2,3,2,2,2,2,1,1,3,3,1,3,2,3,3,1,2,3,3,2,2,1, , ,1, , , , , ,13,14,14,2,2,2,4,4,2,3,2,2,2,2,2,2,2,1, ,2,2,2,2,3,2,1,1,3, ,2,2,1, , , , , , , , , , ,1,1,1,2,2,1, ,1,1,1,2,1,1,1,52, , ,1, ,3,2,1, , , , ,13, ,1,2,1,1,7,1, ,2,4,2,2, , ,2,,,,S,3,13,4,1,1,2,6,1,1,1,3,3,3,2,2,2,0,1,0.9744534792757792,0.94,3.615384615384615
400233,2,4,92915,1,1,4,E,3,12,S,1, , ,1,4, ,2,3,2,1,1,1, ,3,5, , ,1,3,1,2,3,2,3,1,5,2,2,1,1, ,1,1,1,2,1,2,1,2,1,3,2,2,2,2,1,3,1,1,3,3,3,3,3,3,2,1, , ,1, , , , ,3,15,10,16,1,3,3,4,4,2,3,1,1,1,1,2,1,1,1,4,3,2,1,1,2,3,3,2,2,2,1,3,1,1,2,2,2,2,1,1, , , , , , , , , , , , , , , , , ,44, , , ,2,3,2,2, , , , ,1, ,2,1, , ,3,4,9,9,6,2,2, , ,2,,,,S,3,12,4,9,9,4,4,2,2,2,2,3,3,2,2,3,0,1,1.0787146551238889,1.1,4.230769230769231
400234,2,4,92915,1,1,4,E,3,21,S,1,3, , , , ,2,2,2,1,1,1, ,3,2, , ,2,0,0,0,3,2,3,1,2,1,3,1,1, ,1,3,3,2,1,1,2,3,3,4,2,1,3,3,1, ,2,3,3,3,3,1,3,3, , , , , , , , , ,1,15,12,14,2,2,1,4,4,2, ,1,1,1,1,1,1,1,1,3, ,2, ,2,1,1,1,3,3,1,2,2,2, ,2,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , ,32, , ,1, ,7,2,1, , , , ,2, ,2,3, , ,4,1, ,2,4,2,1, , ,2,,,,S,3,21,1,1,1,2,2,1,1,1,2,3,3,2,2,2,0,1,1.0547826860651008,0.78,3
400235,2,4,92915,1,1,4,C,2,19,U,1, ,3, , , ,2,2,2,1,1,1, ,1,2, , ,0,0,2,2,2,2,3,1,1,2,2,1,2, ,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,2,3,2,2,2,3,2,1,1,1,5, ,2, , , , , ,12,6,13,4,3,3,4,4,1,1,1,2,2,2,1,2,2,2, ,1,1,2,3,3,2,3,2,2, ,4,4,1, , , , , , , , , , ,2,1,1,2,1,1,1,2,1,1,1,1,1,2,56, , ,1, ,6,2,1, , , , ,2, ,2,2,1,1,8,1, ,2,4,2,1, , ,1,,,,U,2,19,2,1,1,2,6,1,1,1,3,2,2,2,2,2,1,1,0.37497212012847564,0.22,1
400237,2,4,92915,1,1,4,E,2,26,U,1, , ,2,4, ,2,1,2,1,1,1, ,2,4, , ,2,2,0,2,3,3,2,1,3,2,2,2,2, ,2,2,2,3,3,2,1,2,1,4,2,1,3,1,2,3,4,3,2,2,1,3,3,3,2,1, , ,1, , , , ,2,10,5,8,2,3,4,4,4,3,3,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,3,2,2,1,2, , , , , , , , , ,2,2,1,2,2,2, , ,1,2,2,1,1,2,34, , , ,1,4,2,1, , , , ,1, ,1,2, , ,4,4,1,2,6,2,1, , ,2,,,,U,2,26,3,1,9,4,2,1,1,1,2,3,3,2,2,3,0,1,1.420727699597891,0.83,3.192307692307692
400238,2,4,92915,2,1,4,C,3,48,U,1, ,2, , , ,2,1,3,1,1,4, , ,1,15,2, , , ,0,1,1,3,3,2,1,3,1, ,3,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,3, , ,1,1,1,1, , ,2,1, , ,1, , , , , ,15,98,17, ,4,4,4,4,5,3,1,1,1,1,1,1,1,1, ,4,2,2,1,1,1,2,4,4, ,1,4,1, , , , , , , , , , ,2,1,2,2,2,2,2,1,1,2,2,1,1,2,43,4, , , ,3,1,1, , , ,3,2, ,2,5, , ,2,3,9,3,3,2,2, , ,2,,,,U,3,48,3,9,3,1,4,3,4,1,2,3,3,2,1,1,0,1,0.7359798229677449,1.05,4.038461538461538
400239,2,4,92915,1,1,4,E,3,37,S,1,3, , , , ,2,1,2,1,1,1, ,2,2, , ,2,0,0,0,3,2,1,1,1,1,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1, ,2,3,2,2,3,3,3,3, , , , , , , , , ,2,10,8,10,1,1,1,3,2,2, ,2,2,2,2,2,2,1,1,1, ,2, ,1,2,1,3,2,2,1,1,2,1, ,2,2,1,1,1,2, , , , , , , , , , , , , , , , , ,34, , ,1, ,6,2,1, , , , ,3, ,2,2, , ,8,1, ,2,4,2,1, , ,2,,,,S,4,8,2,1,1,2,2,1,1,1,2,3,3,2,2,2,0,1,0.8514799007691063,0.75,2.8846153846153846
400240,2,4,92915,1,1,4,E,3,48,S,1, ,3, , , ,2,1,2,1,1,1, ,3,2, , ,0,1,1,2,3,1,2,1,1,1,3,2,2, ,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,3,1,2,1,2,1,3,2,1,1, , ,1, , , , , ,13,9,13,1,2,2,3,3,3,1,1,2,2,2,1,1,2,2, ,1,1,2,2,1,1,2,2,1, ,3,4,1, , , , , , , , , , ,1,1,2,2,2,1,2,2,1,1,2,1,1,1,43, , ,1, ,8,2,1, , , , ,12, , ,4,1,1,8,1, ,2,4,2,1, , ,2,,,,S,3,48,3,1,1,2,4,1,1,1,2,3,3,2,2,2,0,1,0.6860957778794006,0.64,2.4615384615384617
400241,2,4,92915,1,1,4,C,3,1,S,1, , ,1,3, ,2,1,2,1,2,1, ,3,2, , ,1,1,0,1,3,2,2,1,3,1,3,2,1, ,1,1,2,1,1,1,1,1,1,2,2,2,3,3,2,3,4,3,3,3,1,3,3,1,3,6, , , ,2, , , , ,12,7,12,1,1,1,4,2,3,3,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,3,2,1,1,1,1,1,2, , , , , , , , , ,2,1,1,2,2,2, ,1,1,2,2,1,2,1,38, , ,1, ,6,2,1, , , , ,1, ,1,1,3,3,8,1, ,2,4,2,1, , ,1,,,,S,3,1,2,1,1,2,3,1,1,1,9,2,2,2,2,2,1,1,0.9665947985534038,1.19,4.576923076923077
400242,2,4,92915,1,1,4,E,1,23,R,1, ,3, , , ,2,2,2,1,1,1, ,2,3, , ,0,2,1,2,2,3,2,1,3,2,2,1,2, ,4,1,1,3,2,2,2,2,2,3,2,3,3,3,1,3,3,3,2,2,2,3,2,3,2,1, , ,1, , , , , ,14,10,15,2,3,4,4,4,3,2,1,2,2,2,1,2,2,2, ,4,2,2,2,2,2,2,2,2, ,2,2,2, , , , , , , , , , ,1,1,1,2,2,1,1,2,1,1,1,2,2,2,65, , , ,3,2,2,1, , , , ,1, ,2,6, , ,10,3,1,1,5,2,1, , ,1,,,,R,1,23,1,1,3,3,6,1,1,1,4,2,2,2,2,3,1,1,0.5864886627508117,0.32,1.2307692307692308
400244,2,4,92915,1,1,4,C,2,19,S,1,3, , , , ,2,2,2,1,1,1, ,2,2, , ,2,0,0,0,3,2,2,1,1,2,3,2,1, ,1,1,1,1,1,2,2,2,1,2,2,2,3,3,1, ,2,3,2,2,3,1,2,1, , , , , ,2, , , , ,12,97,18,2,2,3,4,4,2, ,1,1,1,2,1,1,1,1,3, ,2, ,1,3,2,3,1,2,1,2,3,1, ,2,2,2,1,1,1,1,1,2, , , , , , , , , , , , , , ,32, , ,1, ,3,2,1, , , , ,1, ,2,4,1,1,8,1, ,2,4,2,1, , ,2,,,,S,2,19,2,1,1,2,2,1,1,1,2,3,3,2,2,2,0,1,1.0970512490673345,1.04,4
400246,2,4,92915,1,1,4,C,2,17,U,1, , ,1,3, ,2,2,2,1,1,1, ,3,2, , ,1,1,0,1,3,2,2,3,2,2,3,2,1, ,1,1,1,1,1,2,1,1,2,2,2,1,3,2,1,3, , ,3,2,3,3,3,1,2,1, , ,1, , , , ,1,10,10,10,1,2,2,2,3,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,3,1,1,2,2,2,1,1,2,1,1,1, , , , , , , , , , , , , , ,37, , ,1, ,4,2,3, , , , ,6, , ,2, , ,8,2, ,3,5,3,1, , ,1,,,,U,2,17,5,2,4,2,3,4,5,3,2,2,2,3,2,2,1,1,1.766535321494152,2.07,7.961538461538461
400247,2,4,100415,1,1,5,C,2,29,U,7, ,1, , , ,2,2,2,1,1,1, ,2,1,11,1, , , ,0,3,1,1,1,3,1,2,1,1, ,1,2,2,2,1,3,1,1,1,1,1,1,3,3,1,3,2,1,2,1,3,1,3,1,2,1, , ,1, , , , , ,11,12,14,2,2,2,4,2,3,1,1,2,2,2,2,1,1,1, ,2,2,1,1,2,2,2,2,1, ,2,3,2, , , , , , , , , , ,1,2,1,2,1,1, , ,1,1,2,2,1,1,30, ,1, , ,4,2,1, , , , ,1, ,1,2,3,2,7,2, ,3,3,2,1, , ,2,,,,U,2,29,3,2,4,1,2,1,1,1,2,3,3,2,2,1,0,1,0.8036439512876957,0.75,2.8846153846153846
400248,2,4,100515,1,1,5,C,3,47,S,7, ,3, , , ,2,2,2,1,2,1, ,3,2, , ,0,1,1,2,3,1,2,1,3,1,3,1,1, ,1,1,1,4,2,2,1,2,1,1,1,1,3,3,1,3,2,1,3,2,3,3,3,1,1,1,5, ,1, , , , , ,13,10,12,3,1,3,3,3,2,3,1,2,2,2,1,2,2,1, ,2,2,1,1,1,1,1,3,3, ,1,4,1, , , , , , , , , , ,1,1,1,2,2,1,2,2,1,1,2,1,1,1,40, , ,1, ,6,2,1, , , , ,2, ,9,2,3,3,7,1, ,2,4,2,1, , ,2,,,,S,3,47,3,1,1,2,4,1,1,1,2,3,3,2,2,2,0,1,1.4422538768645257,1.45,5.576923076923077
400252,2,4,92915,1,1,4,E,1,36,U,1, , ,1,3, ,2,2,2,1,1,1, ,2,2, , ,1,1,0,1,3,2,2,1,4,1,2,1,1, ,2,3,3,2,1,1,1,2,1,2,3,3,2,1,2,1,2,3,2,2,3,3,3,3,4,6, , , , , , , ,2,8,6,10,2,3,3,4,2,2,3,1,1,1,1,1,1,1,1,4,3,1,1,3,2,2,2,1,2,2,2,3,1,2, , , , , , , , , ,1,1,2,2,1,2, ,2,1,2,2,1,1,2,41, , ,1, ,4,2,1, , , , ,5, , ,6, , ,8,3,9,3,4,2,2, , ,1,,,,U,1,36,5,9,3,2,4,1,1,1,2,2,2,2,2,2,1,1,2.104781777182061,3.34,9.846153846153847
400255,2,4,92915,1,1,4,C,2,17,R,1, ,1, , , ,2,2,1,1,1,1, ,2,1,17,1, , , ,0,1,2,2,1,1,2,2,1,1, ,3,3,3,3,1,1,1,1,1,4,1,2,1,1,1,3,1,1,2,2,2,2,2,1,3,1, , ,2, , , , , ,14,12,15,2,4,4,4,4,1,3,2,2,1,2,2,2,2,2, ,1,1,1,2,2,2,1,2,4, ,1,4,1, , , , , , , , , , ,2,1,2,2,2,1,1,2,1,2,2,2,2,2,51, ,1, , ,3,2,1, , , , ,1, ,2,5,3,1,7,9,9,9,3,2,1, , ,1,,,,R,2,17,1,9,9,1,6,1,1,1,3,2,2,2,2,1,1,1,0.5635798936400601,0.41,1.5769230769230769
400258,2,4,92915,1,1,4,C,3,48,U,1, ,1, , , ,2,2,2,1,1,1, ,3,1,6,1, , , ,0,3,1,3,3,4,1,3,1,1, ,2,1,2,1,1,1,1,1,1,1,2,2,3,2,2,3, , ,1,3,1,1,3,1,2,1, , ,1, , , , , ,10,6,10,2,2,4,4,2,3,3,2,1,2,2,2,2,2,1, ,4,2,1,2,1,2,1,4,2, ,2,2,1, , , , , , , , , , ,2,1,1,2,1,2, ,2,1,1,2,1,1,1,60, ,1, , ,3,2,2, , , , ,1, ,1,2, , ,3,3,1,3,3,2,2, , ,2,,,,U,3,48,5,1,3,1,6,2,2,2,3,3,3,2,2,1,0,1,0.8666022331858103,0.86,3.3076923076923075
400260,2,4,92915,1,1,4,C,2,55,U,2, ,1, , , ,2,2,2,1,2,4, , ,1,7,1, , , ,0,3,2,4,4,3,1,3,2, ,1,1,1,1,3,2,2,2,1,1,1,1,3,1,3,1,2, , ,1,1,1,1, , ,2,1, , ,1, , , , , ,12,7,13, ,2,2,4,2,1,3,2,2,2,1,2,1,1,1, ,2,1,1,2,1,2,3,2,3, ,1,3,3, , , , , , , , , , ,2,2,1,2,2,2, , ,1,1,2,1,2,2,47,2, , , ,3,2,2, , , , ,11,1,1,2, , ,2,1, ,3,2,1,2, , ,1,,APOIES,,U,2,55,5,1,2,1,5,2,2,2,2,2,2,1,1,1,1,1,0.92493122965024,0.97,3.7307692307692304
400263,2,4,93015,1,1,5,C,2,27,U,4,1, , , , ,2,1,3,1,2,1, ,2,1,1,1, , , ,0,3,1,2,2,1,2,3,1,1, ,1,1,2,1,1,1,1,1,1,1,3,1,3,3,2, ,2,3,1,3,3,3,1,1, , , , , ,1, , , , ,10,5,10,1,1,2,3,2,2, ,1,2,2,2,1,1,1,2,4, ,2, ,1,1,1,2,2,3,2,3,4,1, ,2,2,2,1,1,2, , , , , , , , , , , , , , , , , ,29, ,2, , ,6,2,1, , , , ,2, ,2,3,2,2,7,1, ,3,3,2,1, , ,2,,,,U,2,27,2,1,2,1,1,1,1,1,1,3,3,2,2,1,0,1,0.4582992579348036,0.48,1.846153846153846
400264,2,4,92915,1,1,4,C,3,48,U,1, ,3, , , ,2,2,2,1,2,3, , ,4, , ,0,3,1,2,3,2,2,1,4,2,3,2, ,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,2,1,3,1,1,1, , ,3,1, , ,1, , , , , ,12,10,16, ,4,2,4,2,1,3,1,1,2,2,2,1,1,2, ,3,2,1,1,1,1,1,2,2, ,1,4,1, , , , , , , , , , ,2,1,1,2,1,1,2,2,1,1,2,1,1,1,31,3, , , ,4,1,1, , , ,1,3, ,2,2, , ,2,3,9,3,5,1,2, , ,2,,,,U,3,48,4,9,3,4,2,3,3,1,2,3,3,1,1,3,0,1,1.682696481818092,1.6,6.153846153846154
400267,2,4,92915,1,1,4,C,3,40,R,1, , ,2,3, ,2,1,1,1,2,3, , ,4, , ,3,1,0,1,3,1,2,1,3,2,2,9, ,3,1,3,3,1,1,1,1,1,1,1,1,1,4,4,1,3,4,3,1,1,2,1, , ,3,5, , , ,1, , , , ,15,11,14, ,2,4,4,3,3,3,2,2,2,1,2,1,1,2,4,4,1,1,1,1,1,1,3,2,1,1,4,1,2, , , , , , , , , ,1,1,1,2,1,1, ,2,1,2,1,1,1,1,27,4, , , ,3,2,1, , , , ,12, , ,6, , ,2,3,9,2,7,4,2, , ,2,,,,R,3,40,1,9,3,3,1,1,1,1,1,3,3,3,1,3,0,1,2.037811447908086,1.41,5.4230769230769225
400269,2,4,92915,1,1,4,C,3,22,U,1, ,3, , , ,2,1,3,1,1,2,1,3,2, , ,0,1,1,2,2,1,1,5,2,2,3,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,3, , ,3,3,3,3,3,1,1,1, , ,1, , , , , ,16,15,16,1,4,4,4,4,3,3,2,2,2,2,2,2,2,2, ,2,1,2,1,3,3,2,4,3, ,2,2,1, , , , , , , , , , ,2,2,1,1,2,1,2, ,2,2, ,1,2,2,68, , ,1, ,6,2,2, , , , ,1, ,2,1, , ,5,2, ,3,4,2,1, , ,1,,,,U,3,22,4,2,4,2,6,2,2,2,4,2,2,2,2,2,1,1,0.35830669256721,0.27,1.0384615384615385
400271,2,4,92915,1,1,4,C,2,27,S,1, ,3, , , ,2,2,3,1,1,1, ,2,3, , ,0,1,1,2,2,2,1,1,1,1,3,2,1, ,1,1,1,1,2,3,1,3,2,3,1,1,3,4,1,3,4,3,2,1,3,3,3,1,1,1, , ,1, , , , , ,10,8,10,2,2,4,4,4,3,3,1,1,1,1,1,1,1,1, ,1,2,1,2,2,2,2,4,3, ,2,4,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59, , , ,1,6,2,1, , , , ,2, ,2,2,2,3,9,3,1,2,7,4,1, , ,1,,,,S,2,27,5,1,3,3,6,1,1,1,3,2,2,3,2,3,1,1,0.6410017230509003,0.22,1
400272,2,4,100215,1,1,5,C,2,20,R,5, ,2, , , ,2,1,2,1,2,1, ,3,1,14,2, , , ,0,1,1,2,2,1,2,3,3,1, ,1,1,2,1,1,2,1,2,1,2,1,1,3,2,2,3,2,3,3,1,1,3,1,1,1,5, , , , , , , , ,12,8,12,3,3,3,4,3,3,3,2,2,2,2,2,2,1,2, ,2,1,3,3,3,3,4,3,3, ,2,4,2, , , , , , , , , , ,1,1,1,1,2,1,1,2,1,1,2,1,1,1,52, ,2, , ,5,2,1,5, , , ,13, ,2,4,3,2,3,3,9,2,3,2,1, , ,1,,,,R,2,20,1,9,3,1,6,4,5,4,3,2,2,2,2,1,1,1,1.243734686516672,1.13,4.346153846153846
