psraid,sample,segment,int_date,lang,comp,version,stz,scregion,sstate,susr,stimes,filtera,filterb,filterc.1,filterc.2,llitext0,qs1,q1,q2,qp1,sex,qm1,qm2,q2x,qp1a,chage1,chsex,chage2,chage3,chage4,chage5,qp2,q3,q4,qe3,q7,q8,q12,q15,q21a,q21b,q21c,q21d,q21e,q22,q23a,q23b,q23c,q23d,q23e,q24,q29a,q29b,q29c,q29d,q30,q31,q33,q34,q35a,q35b,q35c,q35d,q35e,qe5,q40,q41am1,q41am2,q41am3,q41c,q42m1,q42m2,q42m3,q42m4,q43,q44a,q44b,q44c,q49a,q49b,q49c,q49d,q49e,q50,q52,q54a,q54b,q54c,q54d,q54e,q54f,q54g,q54h,q57,q58,q62,q63,q65a,q65b,q65c,q67a,q67b,q68a,q68b,q68c,q68d,q68e,q7486ord,q74a,q74b,q74c,q77,q79,q80,q81a,q81b,q81c,q86a,q86b,q86c,q86d,q86e,q86f,q86g,q90,q92a,q92b,q93,q94a,q94b,q94c,age,qm3,fam3a,fam3b,fam3c,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,relig,chr,born,attend,q95,q96,income,party,partyln,ideo,hh1,hh3,ownrent,ql1,ql1a,qc1,raceos,religos,origraceos,usr,cregion,state,density,partysum,partyideo,child,recage,racethn,racethn2,racecmb,recage2,iphoneuse,hphoneuse,adults,parents,kids,ll,cp,wt1,utweight,weight
400273,2,4,92915,1,1,4,C,3,12,U,2, ,2, , , ,2,3,1,1,1,1, ,3,1,10,2, , , ,0,1,2,2,1,4,2,2,1,1, ,2,3,3,2,3,2,2,3,2,3,2,1,3,3,2,3,2,3,3,2,1,1,3,1,3,6, , , , , , , , ,12,8,10,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2, ,2,2,1,3,3,3,2,2,2, ,4,4,1, , , , , , , , , , ,1,2,2,2,2,2, , ,1,1,2,2,2,1,61, ,1, , ,8,2,1, , , , ,11,1,2,2,3,1,6,3,1,2,3,2,1, , ,2,,CHRISTIAN SCIENTIST,,U,3,12,2,1,3,1,6,1,1,1,3,3,3,2,2,1,0,1,0.35830669256721,0.25,1
400277,2,4,92915,1,1,4,C,2,31,R,1,3, , , , ,2,1,1,1,2,1, ,3,2, , ,2,0,0,0,3,1,2,2,2,2,3,1,1, ,2,2,2,1,1,2,2,2,1,4,1,1,3,3,2, ,3,3,1,1,3,3,1,1, , , , , ,1, , , , ,12,4,14,1,1,2,3,3,3, ,2,1,2,2,2,1,1,2,2, ,2, ,2,1,3,2,3,2,2,3,2,1, ,2,2,1,2,1,2, , , , , , , , , , , , , , , , , ,27, , ,1, ,6,2,1, , , , ,13, ,1,1,2,2,4,1, ,1,4,2,1, , ,1,,,,R,2,31,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,0.9761908664127771,0.89,3.423076923076923
400279,2,4,92915,1,1,4,M,4,16,U,1, ,3, , , ,2,1,2,1,1,1, ,3,2, , ,0,1,1,2,3,1,1,1,1,2,3,2,1, ,2,2,2,2,1,1,1,3,1,1,1,1,3,4,1,3,4,3,2,3,3,3,3,3,1,7, , , , , , , , ,8,10,14,1,4,3,3,3,3,3,2,2,2,2,2,1,1,2, ,1,2,2,2,1,2,1,1,4, ,1,4,1, , , , , , , , , , ,1,1,2,2,2,1,1,1,1,2,1,1,2,1,50, , ,1, ,6,2,1, , , , ,12, , ,6, , ,9,3,1,3,4,2,1, , ,1,,,,U,4,16,3,1,3,2,6,1,1,1,3,2,2,2,2,2,1,1,0.7021716721731281,0.44,1.6923076923076923
400280,2,4,92915,1,1,4,M,4,8,S,1, ,3, , , ,2,1,1,1,1,1, ,3,2, , ,0,0,2,2,2,1,2,1,1,1,2,1,1, ,1,2,2,2,3,3,1,3,1,1,2,2,3,2,1,3,2,3,2,2,1,3,2,2,1,5, , , , , , , , ,14,12,12,3,2,3,4,3,1,3,2,2,2,2,2,2,2,2, ,1,1,2,1,2,2,4,2,2, ,2,3,1, , , , , , , , , , ,2,1,1,2,2,1,1,2,1,1,1,1,2,1,49, , ,1, ,8,2,1, , , , ,13, ,1,1,1,1,8,3,2,3,4,2,1, , ,1,,,,S,4,8,3,2,3,2,5,1,1,1,2,2,2,2,2,2,1,1,0.4376989377549058,0.38,1.4615384615384615
400281,2,4,92915,1,1,4,M,4,16,U,1, , ,2,3, ,2,2,2,1,1,1, ,2,3, , ,2,1,0,1,3,1,3,1,1,1,2,1,1, ,3,1,1,1,1,3,1,1,1,4,2,1,3,3,1,3,4,2,3,3,3,3,1,1,1,1, , ,1,1, , , , ,8,97,15,1,1,2,4,4,3,3,2,1,2,2,2,1,2,2,4,4,9,2,1,3,2,3,3,3,2,2,2,1,2, , , , , , , , , ,2,2,1,1,2,1, , ,1,2,2,1,1,1,33, , , ,1,6,2,1, , , , ,1, ,1,2,3,1,5,3,1,3,5,2,1, , ,2,,,,U,4,16,1,1,3,3,2,1,1,1,2,3,3,2,2,3,0,1,1.1097940279687228,0.54,2.076923076923077
400284,2,4,92915,1,1,4,M,4,16,S,1, ,3, , , ,2,1,2,1,2,1, ,3,3, , ,0,2,1,2,3,2,2,1,2,1,2,1,1, ,2,2,2,1,2,1,1,2,1,1,2,2,3,3,2,1,2,3,3,1,3,3,3,1,2,1,5, ,1, , , , , ,12,10,14,2,2,2,3,2,3,3,1,2,1,2,1,1,1,2, ,1,2,2,2,2,1,1,2,2, ,2,4,1, , , , , , , , , , ,2,1,2,2,2,1,2,2,1,1,1,1,1,1,47, , , ,1,6,2,1, , , , ,12, , ,5,3,3,8,2, ,4,5,2,1, , ,1,,,,S,4,16,3,2,5,3,5,1,1,1,2,2,2,2,2,3,1,1,0.7021716721731281,0.38,1.4615384615384615
400285,2,4,92915,1,1,4,E,1,36,S,2,2, , , , ,2,1,2,1,2,1, ,2,1,2,2, , , ,0,3,1,3,3,1,1,3,2,1, ,1,1,1,1,2,2,1,2,1,3,2,1,3,3,1, , , ,1,1,1,1,1,1, , , , , , , , , ,2,12,10,13,2,1,2,3,1,3, ,1,2,2,2,2,1,1,2,3, ,2, ,2,1,1,1,3,2,1,4,4,1, ,1,2,2,1,1,2, , , , , , , , , , , , , , , , , ,36, ,1, , ,8,2,1, , , , ,10, , ,4, , ,7,2, ,4,3,2,1, , ,2,,,,S,1,36,2,2,5,1,3,1,1,1,2,3,3,2,2,1,0,1,1.409246953213094,1.72,6.615384615384615
400294,2,4,92915,1,1,4,C,2,17,S,2, ,1, , , ,2,2,2,1,1,1, ,2,1,14,1, , , ,0,1,2,2,1,2,1,2,1,1, ,1,1,1,2,1,2,2,2,2,3,2,2,2,1,1,2,2,3,2,2,3,3,3,2,2,1, , ,1, , , , , ,13,7,13,2,3,3,4,4,2,3,2,1,1,2,2,1,1,2, ,2,2,1,2,3,3,1,3,3, ,2,4,1, , , , , , , , , , ,2,2,1,2,2,1,2, ,1,1,1,2,2,1,50, ,1, , ,4,2,1, , , , ,1, ,2,1,1,1,7,4,9,2,4,3,1, , ,2,,,,S,2,17,1,9,9,1,6,1,1,1,3,3,3,3,2,1,0,1,1.384850737486833,0.87,3.346153846153846
400299,2,4,92915,1,1,4,M,4,8,R,1, , ,2,3, ,2,2,2,1,1,1, ,3,3, , ,2,1,0,1,3,1,2,1,1,2,3,1,1, ,1,2,3,1,1,2,2,2,1,3,2,2,3,3,2,3,3,2,3,2,3,3,2,3,1,1, , ,1, , , , ,1,8,2,10,2,2,3,4,4,3,3,2,2,2,2,1,2,2,2,3,1,1,2,1,2,2,3,2,2,2,2,3,1,2, , , , , , , , , ,2,1,2,2,2,2, ,1,1,2,2,1,1,1,34, , , ,1,6,2,1, , , , ,1, ,2,5, , ,8,1, ,3,5,2,1, , ,1,,,,R,4,8,1,1,2,3,2,1,1,1,2,2,2,2,2,3,1,1,0.3802957983772132,0.2,1
400301,2,4,92915,1,1,4,C,3,5,U,2, ,2, , , ,2,2,2,1,1,1, ,3,1,16,2, , , ,0,1,2,2,1,2,2,3,1,1, ,2,2,2,2,2,2,2,3,1,2,2,2,3,3,2,3,3,3,1,3,3,3,3,1,2,1, , ,2, , , , , ,12,6,14,2,3,2,4,4,3,3,1,1,2,2,1,1,1,2, ,2,1,1,2,2,2,2,1,2, ,2,3,2, , , , , , , , , , ,1,2,2,1,1,1,2, ,1,1,1,1,1,1,54, ,1, , ,6,2,1, , , , ,12, , ,5,3,1,8,2, ,3,4,3,1, , ,2,,,,U,3,5,2,2,4,1,6,1,1,1,3,3,3,3,2,1,0,1,1.1126774662220187,0.66,2.5384615384615383
400302,2,4,92915,1,1,4,C,3,48,U,3, ,1, , , ,2,1,2,1,1,1, ,3,1,6,1, , , ,0,3,1,1,3,1,2,3,2,1, ,1,2,2,2,2,2,1,2,1,1,2,1,3,3,2,3, , ,3,3,3,1,2,1,1,1, , ,1, , , , , ,10,11,16,1,2,2,4,2,3,3,2,2,2,2,2,1,1,2, ,3,1,2,1,2,1,2,2,3, ,2,4,1, , , , , , , , , , ,2,1,2,2,2,2, ,2,2,1,3,1,1,1,54, ,2, , ,8,2,1, , , , ,1, ,2,2, , ,7,2, ,4,3,2,1, , ,1,,,,U,1,9,2,2,5,1,6,1,1,1,3,2,2,2,2,1,1,1,1.1796345142115825,0.86,3.3076923076923075
400312,2,4,92915,1,1,4,E,1,33,S,2, , ,1,3, ,2,1,3,1,1,1, ,3,2, , ,1,1,0,1,1,2,2,1,1,1,3,2,1, ,1,1,1,2,1,2,2,2,2,2,2,2,4,3,1,3,4,2,3,2,1,3,1,1,1,1, , ,1,2, , , , ,12,8,12,2,3,3,4,4,3,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,3,1,1,1,1,1,1,1,2,1,1,2, , , , , , , , , , , , , , ,43, , ,1, ,3,2,2, , , , ,12, , ,5,3,2,8,2, ,4,4,2,1, , ,1,,,,S,1,33,3,2,5,2,4,2,2,2,2,2,2,2,2,2,1,1,1.9081914557649093,2.68,9.846153846153847
400316,2,4,92915,1,1,4,E,1,44,S,2, ,3, , , ,2,1,3,1,1,1, ,3,2, , ,0,1,1,2,2,2,2,3,2,2,3,2,1, ,1,2,2,1,1,2,1,2,1,4,2,2,3,3,2,3, , ,2,3,2,3,2,3,2,1, , ,1, , , , , ,97,6,97,1,3,4,4,4,3,3,1,1,1,1,1,1,1,1, ,2,1,2,1,3,1,1,4,2, ,2,4,1, , , , , , , , , , ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,61, , ,1, ,8,2,1, , , , ,2, ,2,2, , ,10,3,9,2,5,3,1, , ,1,,,,S,1,44,3,9,3,2,6,1,1,1,3,2,2,3,2,2,1,1,0.5094528619770216,0.28,1.076923076923077
400323,2,4,92915,1,1,4,E,3,45,S,4, , ,1,4, ,2,2,1,1,1,1, ,2,3, , ,1,2,0,2,3,2,4,1,2,1,2,1,1, ,3,3,3,1,1,1,1,1,1,4,2,2,1,1,1,3,2,3,2,2,3,2,2,3,1,1, , ,1, , , , ,3,10,10,16,4,4,4,3,3,2,3,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,4,1,1,1,1,1,1,2,2,2,2,1,2, , , , , , , , , , , , , , , , , ,37, , , ,1,4,2,1, , , , ,1, ,1,1, , ,5,3,1,2,5,2,2, , ,1,,,,S,3,51,3,1,3,3,3,1,1,1,2,2,2,2,2,3,1,1,1.3298393955832106,0.94,3.615384615384615
400324,2,4,92915,1,1,4,E,1,42,U,4, ,2, , , ,2,1,2,1,1,1, ,2,1,6,2, , , ,0,1,2,4,1,2,2,2,1,1, ,1,3,3,2,2,2,2,2,2,4,2,2,2,2,1,3,1,1,2,2,2,2,2,3,4,1, , ,1, , , , , ,9,10,12,1,4,4,4,4,3,3,2,1,2,2,2,2,2,1, ,3,2,1,1,2,1,4,1,1, ,1,3,1, , , , , , , , , , ,2,2,2,2,2,2, , ,1,1,2,1,2,2,50, ,1, , ,3,2,1, , , , ,13, ,1,2, , ,6,4,9,1,4,3,1, , ,2,,,,U,1,42,3,9,9,1,6,1,1,1,3,3,3,3,2,1,0,1,0.9467836362728297,0.71,2.7307692307692304
400327,2,4,92915,1,1,4,E,1,36,U,2, , ,1,3, ,2,9,1,1,2,3, , ,2, , ,1,1,0,1,3,4,3,2,4,2,3,3, ,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,9,3,2,1,1,1,3,3, , ,1,1, , ,1,2, , , , ,16,15,99, ,1,1,4,2,3,3,2,1,2,1,1,1,2,1,3,3,9,2,9,1,1,2,2,2,2,2,4,1,2, , , , , , , , , ,2,1,1,2,1,2, ,1,1,1,2,1,1,1,42,1, , , ,6,2,2, , , , ,6, , ,2, , ,3,3,2,3,3,1,2, , ,1,,,,U,3,10,4,2,3,2,4,2,2,2,2,2,2,1,1,2,1,1,1.7009428343101378,1.99,7.653846153846153
400329,2,4,92915,1,1,4,E,1,50,S,2, ,2, , , ,2,2,2,1,2,1, ,2,1,10,2, , , ,0,3,2,2,1,1,1,2,1,1, ,1,2,2,2,2,2,1,2,2,3,2,3,3,3,2,3,2,1,1,1,3,1,3,1,1,6, , , , , , , , ,11,6,8,2,1,1,2,1,2,3,1,2,1,2,2,1,1,1, ,2,1,1,2,1,1,1,3,2, ,2,4,1, , , , , , , , , , ,1,1,2,1,2,1, ,1,1,2,1,1,1,1,45, ,1, , ,6,2,1, , , , ,10, , ,5,3,3,7,2, ,5,3,2,1, , ,1,,,,S,1,50,2,2,5,1,5,1,1,1,2,2,2,2,2,1,1,1,1.0935298051450433,1.04,4
400331,2,4,100415,1,1,5,E,3,51,S,5, ,1, , , ,2,1,3,1,2,1, ,3,1,17,1, , , ,0,2,2,1,1,3,2,3,2,3, ,3,3,3,1,2,2,1,1,1,1,2,2,2,2,2,3,3,3,1,1,1,3,3,1,3,5, , , , , , , , ,12,12,14,3,4,1,3,3,4,1,2,2,2,2,1,1,1,2, ,2,2,2,1,2,1,2,3,1, ,1,3,1, , , , , , , , , , ,2,1,2,2,1,1,1,2,1,1,1,2,1,1,47, ,1, , ,5,2,1, , , , ,12, , ,4,3,2,8,3,1,3,4,3,1, , ,1,,,,S,3,51,1,1,3,1,5,1,1,1,2,2,2,3,2,1,1,1,0.7572327662877156,0.82,3.1538461538461537
400332,2,4,100615,1,1,5,E,2,39,U,5, ,3, , , ,2,2,2,1,2,6, , ,2, , ,0,2,0,2,3,1,2,2,2,1,3,1, ,3,2,3,3,3,1,1,1,1,1,1,1,1,3,3,1,3,2,1,1,1,1,1, , ,2,6, , , , , , , , ,12,10,12, ,2,3,4,4,4,3,1,1,1,1,1,1,2,1, ,3,2,1,2,2,1,2,3,2, ,1,3,1, , , , , , , , , , ,1,1,1,2,1,1, ,1,1,1,2,1,2,1,30,3, , , ,6,2,1, , , , ,1, ,2,2, , ,2,4,9,3,3,1,2, , ,2,,,,U,2,39,5,9,9,2,2,1,1,1,2,3,3,1,1,2,0,1,0.8082732367213807,0.71,2.7307692307692304
400333,2,4,92915,1,1,4,C,3,21,U,2, ,3, , , ,2,1,2,1,1,1, ,2,2, , ,0,2,0,2,1,1,1,1,2,1,2,9,1, ,1,1,1,1,1,1,1,1,1,3,1,1,3,4,3,3,4,3,3,3,3,3,3,2,1,7, , , , , , , , ,97,97,16,1,2,3,4,2,3,3,2,2,2,2,2,2,2,2, ,2,2,1,1,3,3,3,1,3, ,2,3,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1,2,1,1,1,46, , ,1, ,3,2,1, , , , ,1, ,1,1,1,1,8,1, ,1,4,2,1, , ,1,,,,U,3,21,2,1,1,2,5,1,1,1,2,2,2,2,2,2,1,1,1.083252791482263,1.42,5.461538461538461
400335,2,4,92915,1,1,4,P,4,6,S,1, ,1, , , ,2,2,1,1,2,3, , ,1,8,1, , , ,0,2,1,4,2,3,1,3,2, ,1,4,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,4,3,3,1,1,3, , ,1,1, , ,1, , , , , ,12,7,98, ,4,2,4,4,4,3,1,1,1,1,1,1,1,1, ,3,2,1,2,1,1,1,2,3, ,3,4,1, , , , , , , , , , ,2,1,2,2,2,2, ,2,1,1,2,1,2,2,74,1, , , ,3,2,1, , , , ,1, ,2,4, , ,3,1, ,3,3,2,2, , ,1,,,,S,4,6,1,1,2,1,6,1,1,1,4,2,2,2,1,1,1,1,0.7416115264763185,0.57,2.192307692307692
400336,2,4,92915,1,1,4,M,4,4,U,1, ,3, , , ,2,2,3,1,1,2,1,3,3, , ,0,1,2,2,3,1,4,2,2,4,2,2,1, ,9,9,3,1,1,1,3,1,1,5,1,1,1,3,1,3,3,3,1,3,3,3,3,1,4,1, , ,1, , , , , ,6,2,97,1,1,3,4,4,3,3,2,2,2,2,2,2,2,2, ,1,1,2,1,3,3,4,4,3, ,3,1,1, , , , , , , , , , ,2,1,1,1,2,2,1,2,1,1,2,2,2,2,40, , , ,3,1,2,1, , , , ,13, ,2,5,2,1,9,3,9,1,1, ,1, , ,2,,,,U,4,4,1,9,3,0,4,1,1,1,2,3,3,1,2,3,0,1,1.292836340633668,0.93,3.576923076923077
400342,2,4,92915,1,1,4,P,4,6,U,1,3, , , , ,2,1,2,1,2,1, ,3,2, , ,2,0,0,0,3,2,1,3,1,2,3,1,1, ,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2, , , ,1,1,3,1,1,1, , , , , , , , , ,1,12,10,10,1,1,2,4,3,2, ,1,1,2,2,1,1,2,1,2, ,1, ,2,1,1,2,3,2,1,2,2,2, ,1,2,1,1,1,1,1,1,1, , , , , , , , , , , , , , ,34, , ,1, ,6,2,1, , , , ,12, , ,2, , ,8,1, ,3,4,2,1, , ,2,,,,U,4,6,5,1,2,2,2,1,1,1,2,3,3,2,2,2,0,1,1.4165613427075745,1.61,6.1923076923076925
400344,2,4,101015,1,1,5,E,1,42,U,4, ,1, , , ,2,2,1,1,2,1, ,2,1,12,1, , , ,0,2,2,3,3,3,2,3,2,3, ,3,3,3,4,2,2,4,2,2,2,3,3,4,1,1,3, , ,2,1,3,3,3,1,1,1, , ,1, , , , , ,99,99,99,1,4,4,1,4,4,3,2,2,2,2,1,2,2,2, ,4,2,2,3,2,3,1,1,4, ,4,4,4, , , , , , , , , , ,2,1,1,2,2,2, ,1,2,1,2,2,2,2,44, ,1, , ,2,2,2, , , , ,1, ,1,1, , ,1,3,9,5,8,9,1, , ,1,,,,U,1,42,5,9,3,99,4,2,2,2,2,2,2,2,2,1,1,1,1.5969357666631967,2.85,9.846153846153847
400345,2,4,92915,1,1,4,E,3,24,S,2, , ,1,3, ,2,3,1,1,1,1, ,3,2, , ,1,1,0,1,3,1,4,1,1,2,2,1,1, ,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,3,1,3,3,3,1,1,1,3,1,1, , ,1, , , , ,1,13,8,13,4,3,3,4,4,1,3,2,1,1,2,2,1,2,1,3,1,2,2,1,3,1,2,4,1,2,2,2,1,2, , , , , , , , , ,1,1,2,2,2,2, ,2,1,1,1,1,2,1,39, , ,1, ,4,2,1, , , , ,12, , ,5, , ,6,1, ,2,4,2,2, , ,1,,,,S,3,24,4,1,1,2,3,1,1,1,2,2,2,2,2,2,1,1,1.406722796838586,1.81,6.961538461538462
400347,2,4,92915,2,1,4,C,2,55,R,2, , ,1,4, ,2,1,2,1,1,2,2,3,3, , ,1,2,0,2,3,3,2,1,3,1,3,2,1, ,1,1,1,2,1,2,1,3,1,1,2,1,3,3,1,3,2,3,3,3,3,3,3,1,2,5, , , ,3, , , , ,11,8,13,1,2,2,3,2,3,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,3,1,1,2,2,2,2,1,2, , , , , , , , , , , , , , , , , ,32, , , ,1,2,1,7, , , ,3,2, ,2,3,3,3,6,3,1,3,5,2,2, , ,2,,,,R,2,55,1,1,3,3,2,3,4,5,2,3,3,2,2,3,0,1,0.8825732679320233,0.49,1.8846153846153846
400348,2,4,92915,1,1,4,E,3,21,U,2, ,2, , , ,2,2,1,1,1,3, , ,1,6,2, , , ,0,3,1,3,1,3,1,3,1, ,1,1,2,3,1,2,1,1,2,2,2,2,1,3,2,1,3,1,3,1,1,1,1, , ,2,2, , , , , , , , ,11,11,12, ,2,2,4,2,3,1,1,2,2,2,1,1,1,2, ,3,1,1,3,1,3,3,1,2, ,1,4,1, , , , , , , , , , ,1,1,1,2,2,2, ,2,1,2,2,1,1,2,45,2, , , ,5,2,1,5, , , ,10, , ,4, , ,4,3,2,4,2,1,2, , ,2,,,,U,3,21,2,2,3,1,5,4,5,4,2,3,3,1,1,1,0,1,1.7699301308121875,2.67,9.846153846153847
400350,2,4,100115,1,1,5,E,1,34,U,6, , ,1,3, ,2,3,1,1,2,1, ,2,2, , ,1,1,0,1,3,1,4,3,1,1,3,2,1, ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1, , ,1,3,3,1,1,1,1,1, , ,1, , , , ,3,16,13,18,2,2,4,4,2,2,3,2,1,2,2,2,1,1,1,4,2,2,1,3,3,1,1,1,1,1,1,4,1,2, , , , , , , , , ,2,2,2,2,2,2, , ,1,2,2,1,1,1,34, , ,1, ,6,2,1, , , , ,6, , ,4, , ,7,3,9,2,5,3,1, , ,1,,,,U,1,34,4,9,3,2,2,1,1,1,2,2,2,3,2,2,1,1,1.274905208436817,1.39,5.346153846153846
400351,2,4,92915,1,1,4,P,4,6,S,2, ,1, , , ,2,2,2,1,1,1, ,3,1,16,1, , , ,0,2,2,1,1,1,2,2,2,1, ,1,2,3,1,2,9,2,2,2,2,2,2,4,3,2,3,4,2,2,2,3,3,3,2,1,5, , , , , , , , ,10,6,7,2,2,2,4,4,3,1,2,2,2,2,2,2,2,2, ,2,1,2,1,2,2,1,4,2, ,2,4,2, , , , , , , , , , ,2,1,1,2,2,1,1,2,1,1,2,2,2,1,58, ,1, , ,6,2,1, , , , ,2, ,2,4,1,1,9,1, ,2,5,4,1, , ,1,,,,S,4,6,5,1,1,1,6,1,1,1,3,2,2,3,2,1,1,1,0.6219740824081076,0.4,1.5384615384615385
400352,2,4,92915,1,1,4,M,4,16,R,2, ,3, , , ,2,2,1,1,2,1, ,2,3, , ,0,3,0,2,3,1,2,1,3,1,2,1,1, ,3,3,2,1,1,1,1,1,1,1,1,1,3,3,1,3,3,3,3,1,1,3,3,4,3,1, , ,1, , , , , ,6,3,8,4,3,4,4,4,4,3,1,2,1,2,1,2,1,2, ,4,2,1,1,2,2,2,2,2, ,1,3,1, , , , , , , , , , ,1,1,2,2,2,1, ,1,2,1,1,1,1,1,29, , , ,3,4,2,1,5, , , ,3, ,2,5, , ,4,4,9,3,5,2,1, , ,2,,,,R,4,16,1,9,9,3,1,4,5,4,1,3,3,2,2,3,0,1,1.0665873639209973,1.24,4.769230769230769
400358,2,4,92915,1,1,4,C,2,46,S,2, , ,2,4, ,2,2,2,1,2,5, , ,4, , ,2,1,1,2,2,1,1,1,1,1,3,1, , ,1,1,3,2,1,1,1,1,1,3,1,1,3,3,1,3,4,3, , , , , , ,1,1, , ,1,1, , , , ,10,5,8, ,2,3,3,3, ,3,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,4,1,3,2,1,3,1,2, , , , , , , , , ,1,2,2,1,2,1,2, ,1,2,2,1,1,1,35, , , , ,8,2,1, , , , ,11,2, ,4, , ,6,2, ,4,5,1,1, , ,1,,UNIVERSALIST,,S,2,46,2,2,5,4,3,1,1,1,2,2,2,1,1,3,1,1,1.124916360385427,0.7,2.692307692307692
400360,2,4,92915,1,1,4,C,2,19,R,2, ,2, , , ,2,2,1,1,2,3, , ,1,11,2, , , ,0,2,1,2,1,1,1,3,1, ,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,1, , ,2,1, , ,1, , , , , ,13,10,97, ,3,1,2,1,4,3,1,1,2,2,2,1,1,1, ,2,2,1,1,2,1,1,3,2, ,1,4,1, , , , , , , , , , ,1,1,1,2,1,1, ,1,1,1,2,1,1,1,53,4, , , ,3,1,7, , , ,1,2, ,1,3, , ,4,3,1,3,3,2,1, , ,2,,,,R,2,19,1,1,3,1,6,3,3,5,3,3,3,2,1,1,0,1,0.8499368056245448,0.52,2
400362,2,4,92915,1,1,4,P,4,6,S,3, ,3, , , ,2,1,1,1,1,1, ,2,4, , ,0,3,1,2,1,2,3,1,1,1,2,1,1, ,1,1,1,3,1,1,1,2,1,1,1,1,3,3,1,1,1,3,2,2,3,2,3,1,1,1, , ,1, , , , , ,18,17,18,1,2,2,4,4,3,3,2,2,2,2,1,1,2,1, ,4,2,1,1,1,1,2,2,4, ,1,4,1, , , , , , , , , , ,1,1,1,2,1,2,1,2,1,1,1,1,1,2,49, , , ,2,8,2,2, , , , ,1, ,1,2,3,1,9,2, ,2,7,3,1, , ,1,,,,S,4,6,1,2,4,4,5,2,2,2,2,2,2,3,2,3,1,1,0.56662453708303,0.27,1.0384615384615385
400363,2,4,93015,1,1,5,P,4,6,U,4,1, , , , ,2,2,1,1,2,1, ,2,1,2,1, , , ,0,3,1,3,3,1,2,1,1,3, ,1,3,1,1,1,1,1,1,1,1,1,1,4,1,2, , , ,1,1,1,1,1,1, , , , , , , , , ,1,16,9,15,4,1,2,4,4,1, ,2,2,1,1,1,1,2,1,4, ,2, ,1,3,1,1,1,2,1,1,2,1, ,1,1,1,1,2, ,1,1,1, , , , , , , , , , , , , , ,33, ,2, , ,3,2,2,5, , , ,13, ,1,1, , ,1,2, ,3,8,5,1, , ,2,,,,U,4,6,5,2,4,3,2,4,5,4,2,3,3,3,2,1,0,1,1.3948962868779293,2.21,8.5
400373,2,4,92915,1,1,4,E,3,12,S,2, , ,2,3, ,2,1,1,1,2,1, ,2,3, , ,2,1,0,1,2,2,1,3,2,2,3,1,1, ,2,1,1,2,2,1,1,2,1,2,2,2,3,3,1,2, , ,1,1,3,3,1,1,1,1, , ,1, , , , ,1,11,8,11,1,3,2,2,2,3,3,1,2,2,1,1,1,1,1,3,3,1,2,2,3,3,1,3,3,2,2,3,1,1,1,1,1,2,1,2,1,1,1, , , , , , , , , , , , , , ,45, , , ,1,6,2,1,5, , , ,1, ,1,1, , ,9,1, ,2,5,2,1, , ,1,,,,S,3,48,2,1,1,3,5,4,5,4,2,2,2,2,2,3,1,1,1.0332565087984662,0.77,2.9615384615384617
400374,2,4,92915,1,1,4,E,3,45,R,2, ,1, , , ,2,9,2,1,1,1, ,3,1,14,1, , , ,0,1,2,2,1,2,1,3,2,1, ,1,1,1,1,1,2,1,2,1,1,2,1,3,3,1,3,3,3,1,3,1,3,3,1,2,2, , , , , , , , ,10,8,13,2,2,3,4,3,3,3,2,2,2,2,2,1,1,2, ,3,1,2,1,2,2,2,2,3, ,3,5,2, , , , , , , , , , ,2,2,1,1,2,1,2, ,1,1,1,1,1,1,46, ,2, , ,8,2,1, , , , ,1, ,1,1,3,3,7,3,1,1,3,2,1, , ,2,,,,R,3,45,1,1,3,1,5,1,1,1,2,3,3,2,2,1,0,1,0.3614353988751645,0.29,1.1153846153846152
400375,2,4,92915,1,1,4,E,1,42,R,2, , ,1,4, ,2,1,2,1,2,2,1,3,3, , ,1,1,1,2,3,2,2,1,1,3,3,1,1, ,3,1,2,3,1,1,1,1,1,2,3,2,3,2,2,3,2,1,1,3,1,3,3,1,3,1, , ,1,2, , , , ,12,10,13,1,3,3,4,2,3,3,1,3,2,2,2,1,1,2,3,4,1,1,2,2,1,2,2,2,1,1,3,1,2, , , , , , , , , ,1,1,2,2,2,1,1,2,1,1,2,1,2,2,39, , , ,3,6,2,1, , , , ,12, , ,5,1,1,8,1, ,4,6,2,1, , ,2,,,,R,1,42,1,1,2,4,3,1,1,1,2,3,3,2,2,3,0,1,1.0304419282592614,0.67,2.576923076923077
